  # frame#    Prot_CA   Prot_Backbone  Prot_Sidechain  Prot_All_Heavy Lig_wrt_Protein  Lig_wrt_Ligand
         0      0.000           0.000           0.000           0.000           0.000           0.000
         1      0.775           0.792           1.223           0.914           0.844           0.338
         2      0.909           0.914           1.411           1.062           0.614           0.320
         3      0.887           0.899           1.474           1.097           0.713           0.370
         4      0.875           0.915           1.488           1.120           0.783           0.359
         5      1.014           1.024           1.510           1.190           0.715           0.399
         6      1.244           1.252           1.641           1.345           0.618           0.382
         7      1.221           1.229           1.693           1.371           0.948           0.400
         8      1.304           1.305           1.780           1.450           0.998           0.414
         9      1.373           1.362           1.792           1.471           0.756           0.384
        10      1.303           1.300           1.796           1.428           0.778           0.329
        11      1.146           1.155           1.735           1.328           0.609           0.320
        12      1.105           1.096           1.718           1.302           0.644           0.393
        13      1.125           1.128           1.735           1.330           1.014           0.478
        14      1.334           1.337           1.829           1.484           0.393           0.299
        15      1.472           1.458           1.973           1.603           0.617           0.183
        16      1.378           1.360           1.941           1.549           0.765           0.245
        17      1.442           1.427           2.003           1.613           0.686           0.367
        18      1.361           1.369           1.955           1.539           0.769           0.293
        19      1.493           1.509           2.009           1.643           0.948           0.471
        20      1.555           1.547           2.103           1.706           0.748           0.390
        21      1.563           1.578           2.131           1.751           1.150           0.385
        22      1.478           1.488           2.139           1.700           0.818           0.285
        23      1.506           1.490           2.073           1.676           0.708           0.394
        24      1.475           1.463           2.113           1.689           0.846           0.407
        25      1.491           1.484           2.064           1.672           0.729           0.354
        26      1.643           1.658           2.148           1.815           1.023           0.389
        27      1.470           1.487           2.082           1.693           0.777           0.375
        28      1.588           1.638           2.179           1.809           0.773           0.372
        29      1.642           1.691           2.213           1.860           0.581           0.214
        30      1.789           1.846           2.313           1.965           0.868           0.353
        31      1.776           1.837           2.362           1.996           0.608           0.395
        32      1.806           1.893           2.388           2.046           0.687           0.318
        33      1.913           1.983           2.422           2.115           0.589           0.339
        34      1.827           1.892           2.418           2.068           0.836           0.405
        35      1.935           1.995           2.497           2.151           0.743           0.352
        36      1.875           1.937           2.475           2.109           0.538           0.228
        37      1.846           1.896           2.408           2.080           1.059           0.442
        38      1.870           1.926           2.456           2.111           0.588           0.373
        39      2.054           2.112           2.604           2.275           0.712           0.347
        40      1.842           1.920           2.432           2.098           0.767           0.270
        41      1.898           1.978           2.412           2.125           0.818           0.336
        42      1.819           1.912           2.389           2.079           1.019           0.461
        43      1.928           1.998           2.435           2.148           0.892           0.466
        44      1.929           1.997           2.503           2.175           1.033           0.280
        45      1.774           1.867           2.407           2.059           0.469           0.239
        46      1.876           1.952           2.478           2.130           0.851           0.323
        47      1.838           1.936           2.467           2.124           0.727           0.334
        48      1.863           1.970           2.510           2.164           1.020           0.215
        49      1.768           1.865           2.427           2.069           0.955           0.402
        50      1.786           1.877           2.393           2.057           0.789           0.344
        51      1.823           1.903           2.366           2.059           0.681           0.200
        52      1.719           1.828           2.297           1.973           0.575           0.355
        53      1.905           1.996           2.513           2.176           0.703           0.211
        54      1.775           1.878           2.431           2.082           0.964           0.343
        55      1.749           1.838           2.435           2.055           0.786           0.266
        56      1.826           1.927           2.456           2.102           1.034           0.473
        57      1.611           1.721           2.259           1.907           0.719           0.285
        58      1.844           1.935           2.427           2.089           0.837           0.427
        59      1.874           1.964           2.490           2.119           1.018           0.458
        60      1.757           1.823           2.482           2.056           0.847           0.489
        61      1.777           1.839           2.513           2.076           0.715           0.312
        62      1.750           1.834           2.514           2.079           0.998           0.362
        63      1.732           1.818           2.504           2.072           0.872           0.351
        64      1.778           1.854           2.527           2.098           0.760           0.309
        65      1.846           1.945           2.554           2.169           0.719           0.305
        66      1.910           1.987           2.618           2.208           1.019           0.171
        67      1.914           1.986           2.577           2.196           0.722           0.356
        68      1.827           1.914           2.551           2.143           0.989           0.314
        69      1.782           1.863           2.478           2.069           0.858           0.242
        70      1.918           1.977           2.615           2.211           1.041           0.391
        71      1.855           1.945           2.542           2.152           0.852           0.409
        72      1.775           1.843           2.518           2.089           0.816           0.299
        73      1.802           1.890           2.507           2.100           0.699           0.359
        74      1.795           1.880           2.505           2.087           0.966           0.480
        75      1.956           2.042           2.605           2.219           1.167           0.468
        76      1.919           2.005           2.584           2.196           0.744           0.291
        77      1.910           2.004           2.576           2.193           0.890           0.376
        78      1.957           2.034           2.621           2.228           0.864           0.448
        79      2.000           2.090           2.694           2.282           0.972           0.337
        80      1.824           1.913           2.567           2.139           0.809           0.283
        81      1.947           2.041           2.599           2.214           0.755           0.336
        82      1.967           2.055           2.644           2.246           1.036           0.361
        83      1.814           1.898           2.541           2.114           0.922           0.416
        84      1.744           1.834           2.613           2.136           0.608           0.251
        85      1.844           1.912           2.628           2.193           0.811           0.370
        86      1.677           1.749           2.532           2.051           0.772           0.334
        87      1.671           1.755           2.489           2.039           0.550           0.371
        88      1.665           1.729           2.522           2.038           0.634           0.330
        89      1.683           1.744           2.506           2.039           0.729           0.361
        90      1.695           1.758           2.493           2.044           0.851           0.426
        91      1.730           1.791           2.521           2.085           0.749           0.367
        92      1.680           1.759           2.502           2.054           0.683           0.350
        93      1.861           1.954           2.703           2.251           0.994           0.479
        94      1.782           1.868           2.568           2.143           0.683           0.293
        95      1.802           1.877           2.612           2.164           1.057           0.370
        96      1.823           1.917           2.606           2.183           0.532           0.308
        97      1.781           1.880           2.582           2.146           0.881           0.284
        98      1.842           1.890           2.619           2.192           0.766           0.322
        99      1.959           2.013           2.740           2.306           0.871           0.386
       100      1.924           2.001           2.747           2.294           0.605           0.346
       101      1.982           2.048           2.726           2.323           0.742           0.319
       102      2.005           2.098           2.723           2.331           0.823           0.385
       103      1.875           1.964           2.640           2.220           0.747           0.359
       104      1.945           2.023           2.719           2.270           0.818           0.285
       105      1.900           1.982           2.680           2.234           0.816           0.286
       106      1.904           1.972           2.665           2.226           0.675           0.294
       107      1.846           1.925           2.658           2.188           0.788           0.340
       108      1.867           1.951           2.624           2.209           0.775           0.217
       109      1.832           1.911           2.666           2.208           0.840           0.291
       110      1.861           1.944           2.709           2.235           1.179           0.487
       111      1.868           1.951           2.710           2.241           0.746           0.239
       112      1.783           1.867           2.662           2.158           0.820           0.260
       113      1.905           1.973           2.777           2.282           1.004           0.281
       114      1.826           1.898           2.711           2.212           0.770           0.276
       115      1.813           1.884           2.674           2.191           1.128           0.409
       116      1.881           1.968           2.741           2.268           1.035           0.327
       117      1.756           1.840           2.663           2.156           1.027           0.414
       118      1.723           1.815           2.599           2.104           0.974           0.350
       119      1.810           1.902           2.664           2.178           0.677           0.251
       120      1.759           1.849           2.622           2.145           0.799           0.316
       121      1.751           1.822           2.669           2.153           0.620           0.343
       122      1.938           2.011           2.777           2.293           0.953           0.284
       123      1.905           1.973           2.706           2.248           0.718           0.246
       124      1.964           2.025           2.773           2.296           0.967           0.383
       125      1.901           1.970           2.669           2.237           0.931           0.391
       126      1.879           1.951           2.696           2.224           0.807           0.280
       127      1.968           2.042           2.721           2.292           1.108           0.259
